chrX	0	100000	0.0036071781153834592	1456
chrX	100000	200000	0.0024865410704724795	4965
chrX	200000	300000	0.0037157439878159207	2964
chrX	300000	400000	0.0018837885701602228	15533
chrX	400000	500000	0.0024166358301798683	29352
chrX	500000	600000	0.0024291323032549286	30548
chrX	600000	700000	0.002168693968816892	32131
chrX	700000	800000	0.0023229953694321485	42139
chrX	800000	900000	0.0016556941191721015	28095
chrX	900000	1000000	0.0018475998055789136	33413
chrX	1000000	1100000	0.001574794866400169	10800
chrX	1100000	1200000	0.0	NA
chrX	1200000	1300000	0.002031359469869232	14837
chrX	1300000	1400000	0.00157313561500912	11710
chrX	1400000	1500000	0.0024785334799388597	3621
chrX	1500000	1600000	0.0013908290786052184	5994
chrX	1600000	1700000	0.0020472626158796474	13016
chrX	1700000	1800000	0.002151638523015333	15723
chrX	1800000	1900000	0.0016274814045134493	33177
chrX	1900000	2000000	0.0014974799243547764	42559
chrX	2000000	2100000	0.001875396787462901	27331
chrX	2100000	2200000	0.002232574277180961	5654
chrX	2200000	2300000	0.0	NA
chrX	2300000	2400000	0.0	NA
chrX	2400000	2500000	0.001462248549793747	45281
chrX	2500000	2600000	0.0013281283269252595	31936
chrX	2600000	2700000	0.001382419678091926	9973
chrX	2700000	2800000	0.00118483706403197	6527
chrX	2800000	2900000	0.0013398068447751244	22760
chrX	2900000	3000000	0.0009027011751335826	18211
chrX	3000000	3100000	0.0015142341815484973	41962
chrX	3100000	3200000	0.0013120245940846827	67756
chrX	3200000	3300000	0.0017428475800834208	40676
chrX	3300000	3400000	0.001006048757484596	66600
chrX	3400000	3500000	0.0008930277108143116	62692
chrX	3500000	3600000	0.0007495321452293416	14266
chrX	3600000	3700000	0.0012877905194088421	32614
chrX	3700000	3800000	0.0011895787024340263	21192
chrX	3800000	3900000	0.000889478355235138	25561
chrX	3900000	4000000	0.0014550529166350743	78839
chrX	4000000	4100000	0.0007748224402388149	79245
chrX	4100000	4200000	0.0014375204470363499	79718
